58,SMA Hang Tuah 1 Jakarta,Jalan Cipulir Raya,Cipulir ,Kebayoran Lama,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Santunan Yatim sebesar Rp.3.200.000,-",dari Channel Al Araf MS dengan nama relawan Adjie Pramudyo,,,
59,Masjid Al Maghfiroh Pagadungan,null,null,null,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Zakat Fitrah sebesar Rp.3.000.000,-",dari Channel Sahabat Zakat Karawang dengan nama relawan Arif Nurhayadi,,,
60,Masjid Al Kautsar LPPI,Jalan Kemang Raya No 35,Bangka,Mampang Prapatan,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Bantuan Masuk Sekolah sebesar Rp.3.000.000,-",dari Channel Beji dengan nama Relawan Yuliana Wasito,,,
61,SDIT As Shof,Jalan Raya Kalimulya,Kalimulya,Cilodong,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan Donasi untuk Program Zakat Fitrah sebesar Rp. 2.594.000,-",dari Channel Pusat dengan nama relawan M Fauzan Azima,,,Ozan
62,DKM PT HPPM Karawang,Kawasan Indotaisei Blok S Sektor No.1A,Kalihurip,Cikampek,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Infak Sedekah sebesar Rp.3.108.000,-",dari Channel Sahabat Zakat Karawang dengan nama relawan Triyono,,,
63,Masjid Al Hikmah,null,null,Sukmajaya,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.2.500.000,- ",dari Channel Sukmajaya dengan nama relawan R.Bambang Wiratmoko,,,
64,SLBN Karawang ,null,Cengkong,Purwasari,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.2.500.000,- ",dari Channel Sahabat Zakat Karawang dengan nama relawan Ratno Priyadi,,,
65,SD Tunas Unggul Global Interactive,Jalan Pasir Impun No.94,Pasir Impun,Mandalajati,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Zakat Maal sebesar Rp.2.100.000,-",dari Channel Zakat Sukses Cabang Bandung,,,
66,Masjid Salahuddin Kantor Pusat DJP,Jalan Gatot Subroto No.Kav 40-42,Senayan ,Kebayoran Baru,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Zakat Maal sebesar Rp.2.000.000,-",dari Channel Sukmajaya dengan nama relawan Reni Triana,,,
67,SMAN 11 Depok,Jalan Kemang II No.11A,Sukmajaya,Sukmajaya,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Kemanusiaan Palestina sebesar Rp.1.819.700,-",dari Channel Pesona Berkah Cemerlang dengan nama relawan Evi Zahara,,,
68,Madrasah Quran Al Muttaqin (MQMA),null,null,null,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Kemanusiaan Palestina sebesar Rp.1.700.000,-",dari Channel Sukmajaya dengan nama relawan Astuty,,,
69,TKIT Izzatul Islam,Jalan Perum Permata Cengkong Persada,Cengkong ,Purwasari,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Paket Musim Dingin untuk Palestina sebesar Rp.1.610.000,-",dari Channel Sahabat Zakat Karawang dengan nama relawan Yuni Susanti,,,
70,SDIT Shafa Marwah,Perumnas Bumi Telukjambe,Sukaluyu,Telukjambe Timur,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Infak Sedekah sebesar Rp.1.500.000,-",dari Channel Sahabat Zakat Karawang dengan nama relawan Imam Munandar,,,
71,SMPN 34 Depok,Jalan Karya Bakti No.85,Pondok Cina,Beji,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Korban Bencana Sumatera sebesar Rp.1.130.000,- dan donasi Untuk Program Peduli Kemanusiaan Palestina sebesar Rp.1.130.000,-",dari Channel Pesona Berkah Cemerlang dengan nama relawan Siti Rohayah,,,
72,SMPN 21 Depok ,Jalan Raya Krukut No.75,Krukut,Limo,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Iftar/Sahur untuk Palestina sebesar Rp.1.041.000,-",dari Channel Pesona Berkah Cemerlang dengan nama relawan Safrudin,,,
73,Masjid Al Falaah ,Jalan Kamboja IV No.1,Mekarjaya,Sukmajaya,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Belanja Bareng Anak Yatim sebesar Rp.1.000.000,-",dari Channel Sukmajaya dengan nama relawan Beno Herdian Paney,,,
74,Masjid Jami Ar Raudhah,null,null,null,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Zakat Maal sebesar Rp.1.000.000,-",dari Channel Albina dengan nama relawan Intan Yustisiawati,,,
75,Masjid Al Iman YPMI,null,null,null,Masjid,0813-1609-4476,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Peduli Kemanusiaan Palestina sebesar Rp.1.000.000,-",dari Channel Sahabat Zakat Karawang dengan nama relawan Sri Aisyah Rohayu,,,
76,SMPN 226 Jakarta Selatan,Komplek TNI AL Pangkalan Jati ,Pondok Labu,Cilandak ,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Wakaf Al-Qur'an ke Seluruh Penjuru Negeri sebesar Rp.1.000.000,-",dari Channel Sawangan dengan nama relawan Eko Ahadiaty,,,
77,Green Park Group,"Ruko Saladin Square B17, Jalan Margonda Raya No.39",Depok Jaya,Pancoran Mas,Perusahaan,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.100.000.000,- ",dari Channel Beji dengan nama relawan Faria Dewi,,,
78,APARI,"Soho Pancoran Tower Splendor, Jl. Letjen M.T. Haryono No.Kav. 2 Lantai 26 Unit 05&15",Tebet Barat,Pancoran ,Perusahaan,Yayasan Al Irsyad Al Islamiyah,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.25.000.000,- ",dari Channel Cilodong dengan nama relawan Pujiati,,,
79,SMAIT Pesantren Nururrahman Depok,"Jl. Raya Sawangan No.11, Pancoran Mas, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16436",Pancoran Mas,Pancoran Mas,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.25.000.000,- ",dari Channel Sukmajaya dengan nama relawan Jibran Hanif,,,
80,Masjid Jami Al Fauzien,"Jl. Pesona Depok Estate 1 T No.13, RT.6/RW.022, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16431",Depok Jaya,Pancoran Mas,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.35.000.000,- ",dari Channel Al Araf MS dengan nama relawan Noor Kholis Mukti,,,
81,Taman Surga Muslimah,"Jl. Elit Raya No.25, Tugu, Cimanggis, Depok City, West Java 16451",Tugu,Cimanggis,Majelis,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.15.100.000,- ",dari Channel Al Araf MS dengan nama relawan Indra Asih,,,
82,Forum Muslimah BellaCasa Residence,"Komplek Ruko Bella, Jl. Tole Iskandar No.1, Depok, Kec. Sukmajaya, Kota Depok, Jawa Barat 16412",Depok ,Sukmajaya,Majelis,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.10.000.000,- ",dari Channel Sukmajaya dengan nama relawan Pudji Utami,,,
83,Masjid Darussalam GTA,"Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",Tugu,Cimanggis,Masjid,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.11.500.000,- ",dari Channel Al Araf MS dengan nama relawan Ernawan Priarto,,,
84,Yayasan Al Irsyad Al Islamiyah,"Jl. Lesung Raya No.290, Abadijaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16417",Abadijaya,Sukmajaya,Yayasan,0813-1134-3384,Kusmanto,Leads,Menghubungi dengan memberikan penawaran kegiatan Qurban atau Safari Dongeng Qurban Sumatera bersama Zakat Sukses ,"Mengantarkan piagam untuk sekolah serta memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.8.850.000,-",Saat ditemui sedang ada kegiatan lain (Jika ingin bertemu buat jani terlebih dahulu),,,
85,MT Al Jahra Jatijajar Depok,null,Jatijajar,Jatijajar,Majelis,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.7.500.000,- ",dari Channel Al Araf MS dengan nama relawan Yuni Anzalma,,,
86,PT. Mashabi Air Solusi ,"jl mulawarman selatan, permata ruko kintamani No.6, Kramas, Kec. Tembalang, Kota Semarang, Jawa Tengah 50278",Kramas,Tembalang,Perusahaan,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Peduli Banjir Bandang Sumatera Barat dengan total sebesar Rp.7.500.000,- ",dari Channel Cilodong dengan nama relawan Suamriah Abbas,,,
87,RA Madinatun Naja,"Prum, Jl. Cluster Anggrek 1, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat",Tirtajaya,Sukmajaya,Sekolah,085693269239',Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Mengantarkan piagam untuk sekolah serta memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera sebesar Rp.7.224.000,-",dari Channel Sukmajaya dengan nama relawan Ria Banuria,,,
88,SDI Bina Insani ,"Jl. Kemulyaan No.79, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",Mekar Jaya,Sukmajaya,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Infak Sedekah sebesar Rp.5.411.000,-",dari Channel Sukmajaya dengan nama relawan Achmad Mawardi,,,
89,MTKI At Taubah,null,null,null,Majelis,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.6.500.000,- ",dari Channel Al Araf MS dengan nama relawan Neneng Rozani,,,
90,Sekolah Adab Insan Mulia Depok,"Sekolah Adab Insan Mulia Ruko Exclusive Tanah Baru, Tanah Baru, Kecamatan Beji, Kota Depok, Jawa Barat 16426",Tanah Baru ,Beji,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.6.259.500,- ",dari Channel Beji dengan nama relawan Rini Kusmayani,,,
91,PAUDqu Al Munawwarah,"M87W+79W, Kondangjaya, Kec. Karawang Tim., Karawang, Jawa Barat",Kondang Jaya,Karawang Timur,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.6.065.000,- ",dari Channel Zakat Sukses Karawang dengan nama relawan Rizky,,,
92,TKIT Al Istiqamah Depok II,"Jl. Merdeka No.11, Mekar Jaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",Mekarjaya,Sukmajaya,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.6.000.500,- ",dari Channel Tapos dengan nama relawan Nurhayati,,,
93,SDIT Al Muqarobbin Depok,"Mahoni No.1a, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",Beji,Beji,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Peduli Banjir Bandang Sumatera barat dengan total sebesar Rp.6.000.000,- ",dari Channel Beji dengan nama relawan Yetty Kurnia,,,
94,ORKI Depok,null,null,null,Komunitas,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.5.440.000,- ",dari Channel Ciloding dengan nama relawan Pujiati,,,
95,Yayasan Multazam Depok,"Jl. K.H.M. Usman No.25, Kukusan, Kecamatan Beji, Kota Depok, Jawa Barat 16425",Kukusan ,Beji,Yayasan,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Aksi Tanggap Bencana, Mari Bantu Korban Bencana di Indonesiadengan total sebesar Rp.5.250.000,- ",dari Channel Beji dengan nama relawan Yulita,,,
96,Yayasan Rumah Lebah Mandiri,null,null,null,Yayasan,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.5.000.000,- ",dari Channel NF Peduli dengan nama relawan Nur diana,,,
97,PT. Pandi Indonesia Pialang Asuransi,"Ruko Center Point, Jl. Bukit Golf Riverside No.01 Blok AA4, Cibubur, Gunung Putri, Bogor Regency, West Java 16963",Cibubur,Gunung Putri,Perusahaan,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.5.000.000,- ",dari Channel Beji dengan nama relawan Abdul Rahman,,,
98,Yayasan Masjid Baiturrahman,null,null,null,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.5.000.000,- ",dari Channel Sukmajaya dengan nama relawan Nasrullah,,,
99,Hydro Terapi Wisma Makara UI,"Jl. Prof. DR. Miriam Budiardjo, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12640",Srengseng Sawah,Jagakarsa,Komunitas,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Leads,Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses,"Memberikan donasi untuk Program Ulurkan Tangan Bantu Korban Bencana Sumatera dengan total sebesar Rp.5.500.000,- ",dari Channel Beji dengan nama relawan Rima Handayani,,,
100,SDIT TQ Al Fajri ,"Jl. Abdul Wahab No.47, RT.04/RW.07, Sawangan, Kec. Sawangan, Kota Depok, Jawa Barat 16511",Sawangan,Sawangan ,Sekolah,tidak ada riwayat ,Tidak ada riwayat chat (hanya transaksi),Proposal Sent,"- follow up lebih lanjut terkait kerja sama yang akan dijalin
- Mengirimkan proposal penawaran
- Hadir di kegitatan sekolah untuk penawaran Qurban 
- Mencari kontak yang bisa dihubungi dan kontak untuk melakukan penawaran kegiatan  Qurban bersama Zakat Sukses","Memberikan donasi untuk Program Peduli Banjir Bandang Sumatera barat dengan total sebesar Rp.5.322.000,- ",dari Channel Limo dengan nama relawan Mindri Setianingsih,,,Alfian
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Biru = Melakukan Kontak,,,,,,,,,,,,,
,Hijau = Menjadwalkan Kunjungan,,,,,,,,,,,,,
,Ungu = Sudah ada hasil Kunjungan / Batal,,,,,,,,,,,,,
,Kuning = di Follow Up Mas Alfian,,,,,,,,,,,,,
,Merah = Menolak kunjungan / tidak bisa bekerja sama,,,,,,,,,,,,,
